input,output,type,variant,prompt_strategy,temperature,reasoning_effort,image_detail,strategy,complexity,provider,model,model_reported,run,attempt,generation_id,context_tokens,context_components,duration,input_tokens,output_tokens,total_tokens,cached_tokens,cache_write_tokens,reasoning_tokens,cost_usd,cost_prompt_usd,cost_completion_usd,extraction_ok,parse_ok,truncated,sfc_bytes,sfc_lines,stop_reason,native_finish_reason,refusal,error,created_at
messy-1,1-c1-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416252-3xh7Z16qz622Z07Wu2TN,0,0,14724.5367,6918,2108,9026,0,6915,77,0.0266184375,0.0108084375,0.01581,True,True,False,8007,193,stop,completed,,,2026-07-30T14:57:47.122326
messy-2,2-c1-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,Azure,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416267-EFGnxDrY0nL7PkrWRhE2,0,0,15260.2746,5026,1486,6512,0,0,304,0.034855,0.012565,0.02229,True,True,False,4303,129,stop,completed,,,2026-07-30T14:58:02.389339
messy-3,3-c1-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,Azure,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416282-vJmQO8kUMLdOfKP46vHH,0,0,27337.1236,5026,2197,7223,3328,0,262,0.038032,0.005077,0.032955,True,True,False,7316,205,stop,completed,,,2026-07-30T14:58:29.730467
messy-4,4-c1-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,Azure,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416309-vVYOkDh1Q1FQbnKMaCxE,0,0,14213.187,5026,1554,6580,3328,0,126,0.028387,0.005077,0.02331,True,True,False,5152,150,stop,completed,,,2026-07-30T14:58:43.946669
messy-5,5-c1-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c1,messy,Azure,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416324-9raMsUVPSwp87MivP6O3,0,0,18432.2815,5026,1781,6807,3328,0,455,0.031792,0.005077,0.026715,True,True,False,5103,151,stop,completed,,,2026-07-30T14:59:02.381924
messy-1,1-c2-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416342-KJ4Mn3gyPkPtpPg6LdBB,0,0,19527.0891,6918,2154,9072,6089,0,122,0.017952375,0.001797375,0.016155,True,True,False,7843,185,stop,completed,,,2026-07-30T14:59:21.913041
messy-2,2-c2-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416362-MfSNLk8NcZ0UIqPeY9hf,0,0,9197.7446,6918,1074,7992,0,6915,95,0.0188634375,0.0108084375,0.008055,True,True,False,3725,120,stop,completed,,,2026-07-30T14:59:31.113785
messy-3,3-c2-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,Azure,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416371-wOPAp2asmlrdYtSa7lOd,0,0,22340.9865,5026,2260,7286,3328,0,433,0.038977,0.005077,0.0339,True,True,False,6642,225,stop,completed,,,2026-07-30T14:59:53.458787
messy-4,4-c2-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,Azure,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416393-gBNdY5aPxMCrizuHU54Z,0,0,24650.1927,5026,1984,7010,0,0,480,0.042325,0.012565,0.02976,True,True,False,5343,158,stop,completed,,,2026-07-30T15:00:18.113989
messy-5,5-c2-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,auto,c2,messy,Azure,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785416418-GyK2iuiFsPBboDQjRWTs,0,0,13154.2475,5026,1437,6463,0,0,237,0.03412,0.012565,0.021555,True,True,False,4575,128,stop,completed,,,2026-07-30T15:00:31.273217
