input,output,type,variant,prompt_strategy,temperature,reasoning_effort,image_detail,strategy,complexity,provider,model,model_reported,run,attempt,generation_id,context_tokens,context_components,duration,input_tokens,output_tokens,total_tokens,cached_tokens,cache_write_tokens,reasoning_tokens,cost_usd,cost_prompt_usd,cost_completion_usd,extraction_ok,parse_ok,truncated,sfc_bytes,sfc_lines,stop_reason,native_finish_reason,refusal,error,created_at
messy-1,1-b3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785393566-F3d3xwXpdTmHFR3ZU1hL,4689,3,40294.6992,57176,2338,59514,0,57173,207,0.1068715625,0.0893365625,0.017535,True,True,False,8350,209,stop,completed,,,2026-07-30T08:40:07.134012
messy-2,2-b3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785393606-idIwly63Jzll8Z7B0Skh,0,0,12411.1094,13138,1310,14448,13135,0,403,0.011470625,0.001645625,0.009825,True,True,False,3613,111,stop,completed,,,2026-07-30T08:40:19.557658
messy-3,3-b3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785393618-azOQEsqkJ4XiYrk08ANA,0,0,14932.6644,30309,2119,32428,30306,0,322,0.0196845,0.003792,0.0158925,True,True,False,6567,207,stop,completed,,,2026-07-30T08:40:34.514340
messy-4,4-b3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,OpenAI,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785393633-OGsjeD08skJRw7gakdtA,0,0,17532.0055,23495,2264,25759,23492,0,409,0.01992025,0.00294025,0.01698,True,True,False,7083,183,stop,completed,,,2026-07-30T08:40:52.065855
messy-5,5-b3-gpt-5.6-terra-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,Azure,gpt-5.6-terra,openai/gpt-5.6-terra,1,1,gen-1785393651-s3PGzr6eXdRMp5XW5tsU,0,0,19483.3388,33731,1987,35718,0,0,431,0.1141325,0.0843275,0.029805,True,True,False,6123,181,stop,completed,,,2026-07-30T08:41:11.580227
messy-1,1-b1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785393671-1TacJg1N8JpQTjmUKpcs,0,0,60189.404,67675,5394,73069,5960,5960,3239,0.191585,0.126857,0.064728,True,True,False,6848,172,stop,STOP,,,2026-07-30T08:42:11.809649
messy-2,2-b1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785393731-9K46OhAzimocqW1xAtg0,0,0,25776.4828,16369,3566,19935,5960,0,2607,0.064802,0.02201,0.042792,True,True,False,3187,100,stop,STOP,,,2026-07-30T08:42:37.599118
messy-3,3-b1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785393756-4WefuEvV0lrlmSgqh2ol,0,0,43611.0594,37422,4037,41459,5960,0,2424,0.11256,0.064116,0.048444,True,True,False,5007,156,stop,STOP,,,2026-07-30T08:43:21.237809
messy-4,4-b1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785393800-CsvwWX2pMzujc5q61znq,0,0,36936.533,29075,5152,34227,5960,0,3546,0.109246,0.047422,0.061824,True,True,False,5181,145,stop,STOP,,,2026-07-30T08:43:58.196941
messy-5,5-b1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785393837-pSGaeXkparNdPesX9PGv,0,0,54938.694,43868,5612,49480,5960,0,3959,0.144352,0.077008,0.067344,True,True,False,5271,132,stop,STOP,,,2026-07-30T08:44:53.165633
messy-1,1-b2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785393892-wBbn5qOS2sFbk8pyRyXq,18072,3,43915.6384,88464,5586,94050,26749,26749,3193,0.205842675,0.138810675,0.067032,True,True,False,7710,203,stop,STOP,,,2026-07-30T08:45:37.117377
messy-2,2-b2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785393936-dyKSctkffOnDIEKR2RMr,0,0,31886.7311,16369,4327,20696,5960,0,3303,0.073934,0.02201,0.051924,True,True,False,3240,96,stop,STOP,,,2026-07-30T08:46:09.016101
messy-3,3-b2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785393968-RR6LwQALSlQofWqMdQWp,0,0,47130.7313,37422,4327,41749,5960,5960,2582,0.118275,0.066351,0.051924,True,True,False,5527,171,stop,STOP,,,2026-07-30T08:46:56.170843
messy-4,4-b2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785394015-x9rLvgHwb5J30JymEX73,0,0,35521.533,29075,4961,34036,5960,0,2936,0.106954,0.047422,0.059532,True,True,False,6685,173,stop,STOP,,,2026-07-30T08:47:31.706368
messy-5,5-b2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785394050-4l4pz6iMbps8FUXPBWFC,0,0,44817.0943,43868,4502,48370,5960,0,2738,0.131032,0.077008,0.054024,True,True,False,5875,140,stop,STOP,,,2026-07-30T08:48:16.552441
messy-1,1-b3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785394095-kpKrLXzcNyvdBLizyzuu,4689,3,57270.1981,72945,5920,78865,11230,11230,3604,0.20092725,0.12988725,0.07104,True,True,False,7608,218,stop,STOP,,,2026-07-30T08:49:13.862176
messy-2,2-b3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785394153-NasjHSd3Mo6yoyZIa7zT,0,0,30651.2332,16369,4327,20696,5960,0,3303,0.073934,0.02201,0.051924,True,True,False,3240,96,stop,STOP,,,2026-07-30T08:49:44.526407
messy-3,3-b3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785394184-LuH3MZeSwCVLGb0Fscr6,0,0,46711.5974,37422,4705,42127,5960,0,2855,0.120576,0.064116,0.05646,True,True,False,6066,200,stop,STOP,,,2026-07-30T08:50:31.261015
messy-4,4-b3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785394230-PLc0IeXli4V4vj1vCMnV,0,0,36699.7192,29075,5152,34227,5960,0,3546,0.109246,0.047422,0.061824,True,True,False,5181,145,stop,STOP,,,2026-07-30T08:51:07.984460
messy-5,5-b3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,,b3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785394267-N5i1l7n4gO9mxEE1fVFd,0,0,42161.1924,43868,4550,48418,5960,5960,2716,0.133843,0.079243,0.0546,True,True,False,5943,141,stop,STOP,,,2026-07-30T08:51:50.176242
