input,output,type,variant,prompt_strategy,temperature,reasoning_effort,image_detail,strategy,complexity,provider,model,model_reported,run,attempt,generation_id,context_tokens,context_components,duration,input_tokens,output_tokens,total_tokens,cached_tokens,cache_write_tokens,reasoning_tokens,cost_usd,cost_prompt_usd,cost_completion_usd,extraction_ok,parse_ok,truncated,sfc_bytes,sfc_lines,stop_reason,native_finish_reason,refusal,error,created_at
messy-1,1-d1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416817-PNeDmpEz8KgmZfu177z4,0,0,60487.7026,64262,6191,70453,9458,9458,3869,0.18933835,0.11504635,0.074292,True,True,False,7355,179,stop,STOP,,,2026-07-30T15:07:57.053159
messy-2,2-d1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416877-yntRr1L4Q2dkChQwMPkj,0,0,8487.9818,20972,939,21911,9458,0,0,0.0361876,0.0249196,0.011268,True,True,False,2960,93,stop,STOP,,,2026-07-30T15:08:05.548170
messy-3,3-d1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d1,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416885-P3zpzMpKuHjvXyuRpZFQ,0,0,54123.2843,42025,5635,47660,9458,0,3659,0.1346456,0.0670256,0.06762,True,True,False,6201,223,stop,STOP,,,2026-07-30T15:08:59.681443
messy-4,4-d1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d1,messy,Google AI Studio,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785416939-XA6wop61D2ny4s156xwA,0,0,94652.2684,33686,6077,39763,9464,9464,4190,0.1268098,0.0538858,0.072924,True,True,False,5686,144,stop,STOP,,,2026-07-30T15:10:34.347689
messy-5,5-d1-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d1,messy,Google AI Studio,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417034-s7N7jfSmTNGPeyllsu8T,0,0,19932.4937,48479,2291,50770,9464,0,0,0.1074148,0.0799228,0.027492,True,True,False,7554,198,stop,STOP,,,2026-07-30T15:10:54.291272
messy-1,1-d2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417054-7e8PwaVWtE2L6MlUPKfk,0,0,23933.0604,64262,2631,66893,9458,0,0,0.1430716,0.1114996,0.031572,True,True,False,8349,222,stop,STOP,,,2026-07-30T15:11:18.240954
messy-2,2-d2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417078-VC8Vu5Bn9oPuUHxFc8UO,0,0,9559.8903,20972,952,21924,9458,0,0,0.0363436,0.0249196,0.011424,True,True,False,3005,95,stop,STOP,,,2026-07-30T15:11:27.807851
messy-3,3-d2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417087-eZrlDmMSFdVzEpro6aIl,0,0,53363.3723,42025,5663,47688,9458,0,3086,0.1349816,0.0670256,0.067956,True,True,False,8096,283,stop,STOP,,,2026-07-30T15:12:21.180270
messy-4,4-d2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417141-EFGP0xNsfCpa2Bj3RsjJ,0,0,55698.436,33678,6462,40140,9458,9458,4716,0.13142235,0.05387835,0.077544,True,True,False,5381,162,stop,STOP,,,2026-07-30T15:13:16.887713
messy-5,5-d2-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d2,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417197-ZWxgrtjzb55pck8D473o,0,0,16915.1165,48471,1592,50063,9458,0,0,0.0990216,0.0799176,0.019104,True,True,False,5077,120,stop,STOP,,,2026-07-30T15:13:33.814851
messy-1,1-d3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785418544-5uBkO7kS1hMwU4zLhduE,0,0,58462.8525,64262,5766,70028,9458,9458,3312,0.18423835,0.11504635,0.069192,True,True,False,7730,232,stop,STOP,,,2026-07-30T15:36:42.863987
messy-2,2-d3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417288-sB2gBLd1pZv8MslOrydn,0,0,8622.6308,20972,939,21911,9458,0,0,0.0361876,0.0249196,0.011268,True,True,False,2960,93,stop,STOP,,,2026-07-30T15:14:56.656668
messy-3,3-d3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417296-jx6htLue6MQj70D2Dsmr,0,0,51205.8079,42025,5430,47455,9458,0,3824,0.1321856,0.0670256,0.06516,True,True,False,5032,125,stop,STOP,,,2026-07-30T15:15:47.872458
messy-4,4-d3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417347-oy4X2uGB5GG1GVS9xiKC,0,0,39120.2621,33678,4385,38063,9458,0,2504,0.1029516,0.0503316,0.05262,True,True,False,6320,161,stop,STOP,,,2026-07-30T15:16:27.000711
messy-5,5-d3-gemini-3.1-pro-preview-1.vue,uis,messy,few_shot,0.0,medium,auto,d3,messy,Google,gemini-3.1-pro-preview,google/gemini-3.1-pro-preview,1,1,gen-1785417387-KuAPfLzY0qxuY0Asajx3,0,0,14967.2854,48471,1575,50046,9458,0,0,0.0988176,0.0799176,0.0189,True,True,False,5089,123,stop,STOP,,,2026-07-30T15:16:41.980020
